"State","Condition","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"LA","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","136","","01/01/2014","12/31/2014"
"MA","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","165","","01/01/2014","12/31/2014"
"MD","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","174","","01/01/2014","12/31/2014"
"ME","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","159.5","","01/01/2014","12/31/2014"
"MI","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","149.5","","01/01/2014","12/31/2014"
"MN","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","157","","01/01/2014","12/31/2014"
"MO","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","164","","01/01/2014","12/31/2014"
"MS","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","124","","01/01/2014","12/31/2014"
"MT","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","130","","01/01/2014","12/31/2014"
"NC","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","158","","01/01/2014","12/31/2014"
"ND","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","137","","01/01/2014","12/31/2014"
"NE","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","186","","01/01/2014","12/31/2014"
"NH","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","188","","01/01/2014","12/31/2014"
"NJ","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","160.5","","01/01/2014","12/31/2014"
"NM","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","183","","01/01/2014","12/31/2014"
"NV","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","189","","01/01/2014","12/31/2014"
"NY","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","173","","01/01/2014","12/31/2014"
"OH","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","156","","01/01/2014","12/31/2014"
"OK","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","130","","01/01/2014","12/31/2014"
"OR","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","169","","01/01/2014","12/31/2014"
"PA","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","157","","01/01/2014","12/31/2014"
"PR","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2014","12/31/2014"
"RI","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2014","12/31/2014"
"SC","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","144","","01/01/2014","12/31/2014"
"SD","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","134","","01/01/2014","12/31/2014"
"TN","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","158","","01/01/2014","12/31/2014"
"TX","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","155","","01/01/2014","12/31/2014"
"UT","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","151","","01/01/2014","12/31/2014"
"VA","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","144.5","","01/01/2014","12/31/2014"
"VI","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2014","12/31/2014"
"VT","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","177","","01/01/2014","12/31/2014"
"WA","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","152","","01/01/2014","12/31/2014"
"WI","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","166","","01/01/2014","12/31/2014"
"WV","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","152","","01/01/2014","12/31/2014"
"WY","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2014","12/31/2014"
"AK","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2014","12/31/2014"
"AL","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_VERY_HIGH_MIN","173","","01/01/2014","12/31/2014"
"AR","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_VERY_HIGH_MIN","129","","01/01/2014","12/31/2014"
"AZ","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_VERY_HIGH_MIN","196","","01/01/2014","12/31/2014"
