ASC_Name,Provider_ID,NPI,City,State,ZIP_Code,ASC6_SSChecklist,ASC_7_Volume,ASC_7_Gastrointestinal,ASC_7_Eye,ASC_7_Nervous_System,ASC_7_Musculoskeletal,ASC_7_Skin,ASC_7_Genitourinary,ASC7_Footnote,ASC_6_7_Encounter_Start_Date,ASC_6_7_Encounter_End_Date
Quadrangle Endoscopy Center,34C0001046,1184673378,Greenville,NC,27834,YES,6265,6265,0,0,0,0,0,,01/01/2012,12/31/2012
Lebauer Endoscopy Center,34C0001035,1194744532,Greensboro,NC,27403,YES,7840,7840,0,0,0,0,0,,01/01/2012,12/31/2012
"Goldsboro Endoscopy Center, Inc.",34C0001040,1205804697,Goldsboro,NC,27534,YES,3288,3288,0,0,0,0,0,,01/01/2012,12/31/2012
Carolina Endoscopy Center - Pineville,34C0001132,1205908456,Charlotte,NC,28210,YES,2952,2952,0,0,0,0,0,,01/01/2012,12/31/2012
Novant Health Ballantyne Surgery Center,34C0001154,1215061049,Winston-Sale,NC,27103,YES,1599,920,3,532,117,9,18,,01/01/2012,12/31/2012
Surgical Center of Greensboro,34C0001008,1245288257,Greensboro,NC,27401,YES,9476,71,4104,1750,3461,90,0,,01/01/2012,12/31/2012
"Digestive Health Specialists, PA",34C0001142,1306005343,Winston-Sale,NC,27103,YES,7724,7724,0,0,0,0,0,,01/01/2012,12/31/2012
Center for Digestive Diseases and Cary Endoscopy Cen,34C0001143,1326001819,Cary,NC,27518,YES,2833,2833,0,0,0,0,0,,01/01/2012,12/31/2012
Greensboro Specialty Surgery Center,34C0001041,1346207875,Greensboro,NC,27455,YES,7090,1028,1426,3564,1047,25,0,,01/01/2012,12/31/2012
High Point Surgery Center,34C0001103,1346220373,High Point,NC,27262,YES,6348,136,1340,1163,2862,136,711,,01/01/2012,12/31/2012
"Cchc Endoscopy Center, Inc.",34C0001122,1346265287,New Bern,NC,28562,YES,5335,5335,0,0,0,0,0,,01/01/2012,12/31/2012
Cabarrus Gastroenterology Associates,34C0001160,1346308517,Concord,NC,28025,YES,4254,4254,0,0,0,0,0,,01/01/2012,12/31/2012
"Pinehurst Medical Clinic, Inc.",34C0001116,1356421853,Pinehurst,NC,28374,YES,10490,10490,0,0,0,0,0,,01/01/2012,12/31/2012
Pioneer Ambulatory Surgery Center,34C0001173,1376789248,Burlington,NC,27215,YES,993,993,0,0,0,0,0,,01/01/2012,12/31/2012
"Eagle Physicians and Associates, PA",34C0001117,1396852570,Greensboro,NC,27401,YES,6497,6497,0,0,0,0,0,,01/01/2012,12/31/2012
"Morganton Eye Physicians, PA",34C0001033,1417080342,Shelby,NC,28150,YES,2287,0,2225,0,0,62,0,,01/01/2012,12/31/2012
Fayetteville Gastroenterology Associates,34C0001115,1417141623,Fayetteville,NC,28304,YES,9870,9870,0,0,0,0,0,,01/01/2012,12/31/2012
"Park Endoscopy Center, LLC",34C0001164,1417193939,Kinston,NC,28501,YES,1895,1895,0,0,0,0,0,,01/01/2012,12/31/2012
Triangle Endoscopy,34C0001130,1417911322,Raleigh,NC,27604,YES,4801,4801,0,0,0,0,0,,01/01/2012,12/31/2012
Carolina Endoscopy Center  - University,34C0001134,1437221660,Charlotte,NC,28262,YES,3426,3426,0,0,0,0,0,,01/01/2012,12/31/2012
Iredell Surgical Center,34C0001032,1437269800,Statesville,NC,28677,YES,1040,28,789,46,149,28,0,,01/01/2012,12/31/2012
Union West Surgery Center,34C0001177,1437459617,Indian Trail,NC,28079,YES,364,3,328,0,9,19,5,,01/01/2012,12/31/2012
Piedmont Healthcare ASC,34C0001171,1457682064,Statesville,NC,28625,YES,3982,3982,0,0,0,0,0,,01/01/2012,12/31/2012
"Private Diagnostic Clinic, PLLC",34C0001159,1477609535,Raleigh,NC,27617,YES,3161,3161,0,0,0,0,0,,01/01/2012,12/31/2012
Gastrointestinal Healthcare PA,34C0001158,1477687242,Raleigh,NC,27615,YES,2191,2191,0,0,0,0,0,,01/01/2012,12/31/2012
"The Raleigh Nc Endoscopy ASC, LLC",34C0001039,1487629044,Raleigh,NC,27607,YES,9836,9836,0,0,0,0,0,,01/01/2012,12/31/2012
The Surgery Center of Morehead City,34C0001048,1487978789,Morehead Cit,NC,28557,YES,4548,1588,522,1270,640,1,527,,01/01/2012,12/31/2012
"Wake Endoscopy Center, LLC",34C0001165,1497084982,Raleigh,NC,27607,YES,9275,9275,0,0,0,0,0,,01/01/2012,12/31/2012
Orthopaedic Surgery Center of Asheville,34C0001009,1497942460,Asheville,NC,28801,YES,2951,0,0,703,2231,17,0,,01/01/2012,12/31/2012
"Moye Medical Endoscopy Center, LLC",34C0001163,1508041666,Greenville,NC,27835,YES,1927,1927,0,0,0,0,0,,01/01/2012,12/31/2012
Gastrointestinal Healthcare,34C0001158,1528015534,Raleigh,NC,27615,YES,2191,2191,0,0,0,0,0,,01/01/2012,12/31/2012
Endoscopy Center of Lake Norman,34C0001140,1548343833,Huntersville,NC,28078,YES,370,370,0,0,0,0,0,,01/01/2012,12/31/2012
Wilmington Health,34C0001029,1548456478,Wilmington,NC,28401,YES,7978,7978,0,0,0,0,0,,01/01/2012,12/31/2012
"Rex Surgery Center of Cary, LLC",34C0001174,1548560600,Cary,NC,27511,YES,2142,98,152,19,851,0,1022,,01/01/2012,12/31/2012
Vidant Endoscopy Center - Tarboro,34C0001170,1598093007,Tarboro,NC,27886,YES,834,834,0,0,0,0,0,,01/01/2012,12/31/2012
"Surgery Center of Wilson, LLC",34C0001022,1598942716,Wilson,NC,27893,YES,1423,1,735,348,166,64,109,,01/01/2012,12/31/2012
"Carolinas Healthcare Associates, LLC",34C0001151,1609124650,Wilmington,NC,28401,YES,1053,1053,0,0,0,0,0,,01/01/2012,12/31/2012
Asheboro Endoscopy Center,34C0001037,1619022779,Asheboro,NC,27203,YES,1291,1291,0,0,0,0,0,,01/01/2012,12/31/2012
Carolina Endoscopy Center - Monroe,34C0001135,1619049939,Monroe,NC,28112,YES,3774,3774,0,0,0,0,0,,01/01/2012,12/31/2012
Charlotte Gastroenterology and Hepatology,34C0001149,1619124401,Charlotte,NC,28277,YES,6533,6533,0,0,0,0,0,,01/01/2012,12/31/2012
"The Greensboro Ophthalmology ASC, LLC",34C0001014,1639142656,Greensboro,NC,27410,YES,3234,0,3234,0,0,0,0,,01/01/2012,12/31/2012
"High Point Endoscopy Center, Inc.",34C0001045,1659431781,High Point,NC,27262,YES,7661,7661,0,0,0,0,0,,01/01/2012,12/31/2012
"Cleveland Ambulatory Service, LLC",34C0001049,1679570022,Shelby,NC,28150,YES,3228,2662,398,30,129,3,6,,01/01/2012,12/31/2012
"Gastroenterology Associates of The Piedmont, PA",34C0001121,1679687586,Winston-Sale,NC,27103,YES,7468,7468,0,0,0,0,0,,01/01/2012,12/31/2012
"Gateway Ambulatory Surgical Center, LLC",34C0001113,1689761546,Concord,NC,28025,YES,7670,4491,14,1193,1522,36,414,,01/01/2012,12/31/2012
The Eye Surgery Center of The Carolinas,34C0001003,1700842358,Southern Pin,NC,28387,YES,8258,0,7928,0,0,330,0,,01/01/2012,12/31/2012
Fayetteville Ambulatory Surgery Center A Sca Affilia,34C0001004,1700843208,Fayetteville,NC,28304,YES,10057,1271,3649,2128,2855,120,34,,01/01/2012,12/31/2012
"Iredell Head, Neck, and Ear Ambulatory Surgery Cente",34C0001030,1710956529,Statesville,NC,28677,YES,1371,0,0,1307,0,64,0,,01/01/2012,12/31/2012
Carolina Endoscopy Center - Huntersville,34C0001150,1730382789,Huntersville,NC,28078,YES,3292,3292,0,0,0,0,0,,01/01/2012,12/31/2012
Carolina Center for Specialty Surgery,34C0001108,1760418917,Charlotte,NC,28207,YES,644,0,0,350,291,0,3,,01/01/2012,12/31/2012
Piedmont Outpatient Surgery Center,34C0001179,1760773949,Winston-Sale,NC,27103,YES,8,0,0,0,0,8,0,,01/01/2012,12/31/2012
Caromont Endoscopy Center,34C0001182,1790066876,Belmont,NC,28012,YES,50,49,0,0,0,0,1,,01/01/2012,12/31/2012
"Viewmont Surgery Center, LLC",34C0001144,1811003205,Hickory,NC,28601,YES,2220,1,0,1849,362,8,0,,01/01/2012,12/31/2012
Guilford Endoscopy Center,34C0001155,1811057029,Greensboro,NC,27405,YES,3078,3078,0,0,0,0,0,,01/01/2012,12/31/2012
Novant Health South Park Surgery Center,34C0001112,1811940141,Winston-Sale,NC,27103,YES,6234,0,6038,0,0,196,0,,01/01/2012,12/31/2012
Charlotte Gastroenterology and Hepatology,34C0001148,1851548655,Charlotte,NC,28207,YES,6123,6123,0,0,0,0,0,,01/01/2012,12/31/2012
Carolinas Gastroenterology Center- Medical Center Pl,34C0001138,1861580870,Charlotte,NC,28203,YES,3683,3683,0,0,0,0,0,,01/01/2012,12/31/2012
Carolinas Gastroenterology Center- Ballantyne,34C0001137,1871674481,Charlotte,NC,28277,YES,9359,9359,0,0,0,0,0,,01/01/2012,12/31/2012
Triangle Endoscopy Center,34C0001127,1881793990,Durham,NC,27713,YES,6689,6689,0,0,0,0,0,,01/01/2012,12/31/2012
Charlotte Surgery Center,34C0001016,1891750998,Charlotte,NC,28211,YES,13013,0,2804,5554,4606,49,0,,01/01/2012,12/31/2012
Digestive Health Endoscopy Center,34C0001169,1912340944,Fayetteville,NC,28304,YES,5734,5734,0,0,0,0,0,,01/01/2012,12/31/2012
"The Raleigh Nc Endoscopy ASC, LLC Cary",34C0001145,1952518029,Cary,NC,27511,YES,9972,9972,0,0,0,0,0,,01/01/2012,12/31/2012
"The Raleigh Nc Endoscopy ASC, LLC",34C0001123,1972694982,Raleigh,NC,27615,YES,7202,7202,0,0,0,0,0,,01/01/2012,12/31/2012
Capital City Surgery Center,34C0001181,1972874907,Raleigh,NC,27610,YES,681,4,55,97,457,4,64,,01/01/2012,12/31/2012
"North Dakota Surgery Center, LLP",35C0001011,1164428272,Grand Forks,ND,58201,YES,1773,0,882,45,805,41,0,,01/01/2012,12/31/2012
Bismarck Surgical Associates,35C0001015,1255339628,Bismarck,ND,58501,YES,8689,232,1154,3336,3883,84,0,,01/01/2012,12/31/2012
Mid Dakota Clinic Surgicenter,35C0001023,1366484404,Bismarck,ND,58501,YES,7460,7294,0,6,142,18,0,,01/01/2012,12/31/2012
"Northern Plains Surgery Center, LLC",35C0001016,1649350844,Fargo,ND,58103,YES,2728,0,2728,0,0,0,0,,01/01/2012,12/31/2012
"Great Plains Clinic, PC Ambulatory Surgery Center",35C0001002,1801092358,Dickinson,ND,58601,YES,717,535,153,13,9,7,0,,01/01/2012,12/31/2012
Trinity Health,35C0001004,1841526332,Williston,ND,58801,YES,687,77,603,0,7,0,0,,01/01/2012,12/31/2012
Dakota Surgery and Laser Center,35C0001013,1952348013,Bismarck,ND,58504,YES,2518,0,2457,0,0,61,0,,01/01/2012,12/31/2012
"Oregon Trail Eye Surgery Center, Inc.",28C0001036,1003909789,Scottsbluff,NE,69361,YES,1865,0,1865,0,0,0,0,,01/01/2012,12/31/2012
Popp Cosmetic Surgery,28C0001029,1013984665,Omaha,NE,68164,YES,156,0,63,0,0,93,0,,01/01/2012,12/31/2012
"Advanced Surgery Center, LLC",28C0001038,1053366930,Omaha,NE,68102,YES,2592,0,0,1465,1122,5,0,,01/01/2012,12/31/2012
"Midwest Endoscopy Services, LLC",28C0001016,1053385328,Omaha,NE,68114,YES,16726,16726,0,0,0,0,0,,01/01/2012,12/31/2012
Southwest Lincoln Surgery Center,28C0001054,1053565259,Lincoln,NE,68502,YES,1339,3,470,581,263,22,0,,01/01/2012,12/31/2012
"Hastings Laser & Eye Surgery Center, LLC",28C0001027,1073559035,Hastings,NE,68901,YES,233,0,233,0,0,0,0,,01/01/2012,12/31/2012
"Methodist Endoscopy Center, LLC",28C0001055,1083946149,Omaha,NE,68118,YES,3950,3950,0,0,0,0,0,,01/01/2012,12/31/2012
"North Platte Surgery Center, LLC",28C0001032,1154316339,North Platte,NE,69101,YES,3256,1574,495,353,762,36,36,,01/01/2012,12/31/2012
Loc Surgery Center,28C0001015,1184699878,Lincoln,NE,68510,YES,241,0,0,100,141,0,0,,01/01/2012,12/31/2012
Nebraska Surgery Center,28C0001020,1215904131,Lincoln,NE,68510,YES,367,150,0,94,119,4,0,,01/01/2012,12/31/2012
"Omega Surgery Centers, LLC",28C0001010,1255346045,Omaha,NE,68154,YES,2851,0,2851,0,0,0,0,,01/01/2012,12/31/2012
Miracle Hills Surgery Center,28C0001031,1316926405,Omaha,NE,68154,YES,2807,0,1394,1083,321,9,0,,01/01/2012,12/31/2012
Grand Island Surgery Center,28C0001019,1316940539,Grand Island,NE,68803,YES,6133,2085,1083,1240,1382,37,306,,01/01/2012,12/31/2012
Omaha Ambulatory Surgery Center,28C0001006,1326107509,Omaha,NE,68114,YES,935,0,0,913,22,0,0,,01/01/2012,12/31/2012
Unmc Physicians,28C0001052,1336393263,Omaha,NE,68198,YES,910,2,15,509,3,381,0,,01/01/2012,12/31/2012
Lakeside Endoscopy Center,28C0001049,1407992241,Omaha,NE,68130,YES,5211,5211,0,0,0,0,0,,01/01/2012,12/31/2012
Columbus Surgery Center,28C0001042,1417050709,Columbus,NE,68601,YES,1607,0,1043,541,3,20,0,,01/01/2012,12/31/2012
"The Colonoscopy Center, Inc.",28C0001035,1427056100,Omaha,NE,68114,YES,1188,1186,0,0,0,2,0,,01/01/2012,12/31/2012
Heartland Cataract and Laser Surgery Center,28C0001026,1437100666,Bellevue,NE,68005,YES,782,0,782,0,0,0,0,,01/01/2012,12/31/2012
Surgery Center of Fremont,28C0001023,1437102241,Fremont,NE,68025,YES,1763,12,0,67,31,23,1630,,01/01/2012,12/31/2012
Osc Limited Partnership/Omaha Surgical Center,28C0001000,1457460248,Omaha,NE,68124,YES,2092,439,1472,21,63,97,0,,01/01/2012,12/31/2012
"Urology Surgical Center, LLC",28C0001022,1467490433,Lincoln,NE,68516,YES,2971,3,0,0,0,0,2968,,01/01/2012,12/31/2012
Midwest Surgery Center,28C0001050,1467580019,Omaha,NE,68127,YES,396,14,0,102,278,2,0,,01/01/2012,12/31/2012
Hastings Surgical Center,28C0001039,1477590719,Hastings,NE,68901,YES,4092,1387,54,556,1553,44,498,,01/01/2012,12/31/2012
Lakeside Ambulatory Surgical Center,28C0001040,1528026788,Omaha,NE,68130,YES,1463,59,263,175,907,15,44,,01/01/2012,12/31/2012
"Kearney Ambulatory Surgical Center, LLC",28C0001028,1558337790,Kearney,NE,68845,YES,4578,1066,443,860,2194,15,0,,01/01/2012,12/31/2012
First Surgicenter,28C0001014,1568456903,Kearney,NE,68847,YES,710,83,0,362,264,1,0,,01/01/2012,12/31/2012
"Midwest Eye Surgery Center, LLC",28C0001025,1598744732,Omaha,NE,68131,YES,2655,0,2655,0,0,0,0,,01/01/2012,12/31/2012
Fremont Surgical Center LLC,28C0001046,1649489832,Fremont,NE,68025,YES,2992,1118,668,572,626,8,0,,01/01/2012,12/31/2012
"Outpatient Surgical Specialties Center, LLC",28C0001044,1710038534,Omaha,NE,68144,YES,1802,12,2,1283,486,19,0,,01/01/2012,12/31/2012
"Surgicenter of Norfolk, LLC",28C0001024,1720058688,Norfolk,NE,68701,YES,2907,996,0,1677,191,0,43,,01/01/2012,12/31/2012
"Kearney Eye Surgical Center, Inc.",28C0001047,1740492529,Kearney,NE,68845,YES,932,0,932,0,0,0,0,,01/01/2012,12/31/2012
Northeast Nebraska Surgery Center,28C0001018,1861497380,Norfolk,NE,68701,YES,4592,1683,695,1450,554,168,42,,01/01/2012,12/31/2012
Papillion Eye Surgical Center,28C0001041,1871542688,Papillion,NE,68046,YES,267,0,267,0,0,0,0,,01/01/2012,12/31/2012
Bergan Mercy Surgery Center,28C0001051,1881858918,Omaha,NE,68124,YES,1797,521,128,1043,65,29,11,,01/01/2012,12/31/2012
Lincoln Surgery Endoscopy Services,28C0001033,1891798583,Lincoln,NE,68506,YES,2386,2386,0,0,0,0,0,,01/01/2012,12/31/2012
Physicians' Surgical Center,28C0001012,1891875175,Lincoln,NE,68506,YES,267,0,207,0,0,60,0,,01/01/2012,12/31/2012
The Urology Center PC ASC,28C0001002,1912909144,Omaha,NE,68114,YES,2938,0,0,0,0,0,2938,,01/01/2012,12/31/2012
"Omega Surgery Centers, LLC",28C0001008,1942306816,Lincoln,NE,68506,YES,299,0,299,0,0,0,0,,01/01/2012,12/31/2012
Lincoln Endoscopy Center,28C0001013,1992741300,Lincoln,NE,68503,YES,11170,11170,0,0,0,0,0,,01/01/2012,12/31/2012
Northeast Surgical Care,30C0001019,1043215858,Newington,NH,3801,YES,1914,0,437,726,751,0,0,,01/01/2012,12/31/2012
"Novamed Surgery Center of Bedford, LLC",30C0001001,1114920691,Bedford,NH,3110,YES,1242,0,1222,0,0,20,0,,01/01/2012,12/31/2012
Elliot One Day Surgery Center,30C0001002,1245291350,Manchester,NH,3101,YES,2236,16,945,638,398,42,197,,01/01/2012,12/31/2012
"Salem Surgery Center, Limited Partnership",30C0001003,1255395042,Salem,NH,3079,YES,3081,2337,439,21,66,29,189,,01/01/2012,12/31/2012
"Paradigm Clinical Associates, LLC",30C0001029,1285889378,Stratham,NH,3885,YES,2360,2116,0,0,244,0,0,,01/01/2012,12/31/2012
"Concord Endoscopy Center, LLC",30C0001025,1346303039,Concord,NH,3301,YES,6449,6449,0,0,0,0,0,,01/01/2012,12/31/2012
Dartmouth-Hitchcock Nashua ASC,30C0001031,1386697803,Nashua,NH,3063,YES,10897,10203,0,279,387,21,7,,01/01/2012,12/31/2012
Dr. O’connell’s Pain Care Centers Inc.,30C0001028,1396760245,Merrimack,NH,3054,YES,13263,0,0,12614,649,0,0,,01/01/2012,12/31/2012
"Concord Ambulatory Surgery Center, LLC",30C0001026,1417993494,Concord,NH,3301,YES,1067,3,19,684,296,65,0,,01/01/2012,12/31/2012
"Concord Eye Surgery, LLC",30C0001018,1437138500,Concord,NH,3301,YES,2933,0,2715,0,0,218,0,,01/01/2012,12/31/2012
Centers for Pain Solutions,30C0001020,1508934373,Nashua,NH,3060,YES,2581,0,0,2560,21,0,0,,01/01/2012,12/31/2012
Orthopaedic Surgery Center,30C0001012,1568421840,Concord,NH,3301,YES,4055,0,0,2855,1197,3,0,,01/01/2012,12/31/2012
"Portsmouth Regional Ambulatory Surgery Center, LLC",30C0001022,1588628366,Portsmouth,NH,3801,YES,2874,1223,828,91,648,84,0,,01/01/2012,12/31/2012
Bedford Ambulatory Surgical Center,30C0001009,1730277575,Bedford,NH,3110,YES,4621,2776,0,323,1475,28,19,,01/01/2012,12/31/2012
Hillside Surgery Center,30C0001021,1770714388,Gilford,NH,3249,YES,2322,0,627,1314,369,12,0,,01/01/2012,12/31/2012
Barrington Surgical Care,30C0001030,1801994553,Barrington,NH,3825,YES,4223,0,0,4220,3,0,0,,01/01/2012,12/31/2012
Nashua Eye Surgery Center,30C0001004,1871591248,Nashua,NH,3063,YES,1931,0,1931,0,0,0,0,,01/01/2012,12/31/2012
Laconia Clinic Ambulatory Surgery Center,30C0001024,1942388327,Laconia,NH,3246,YES,1579,686,0,35,12,17,829,,01/01/2012,12/31/2012
Northern New Jersey Endoscopy Center,31C0001270,1003116823,Newton,NJ,7860,YES,1385,1385,0,0,0,0,0,,01/01/2012,12/31/2012
"Ambulatory Center for Endoscopy, LLC",31C0001203,1003842626,North Bergen,NJ,7047,YES,5953,5953,0,0,0,0,0,,01/01/2012,12/31/2012
South Jersey Musculoskeletal Institute,31C0001233,1013136456,Sewell,NJ,8080,YES,6932,3201,0,3051,680,0,0,,01/01/2012,12/31/2012
Harrison Endo Surgical Center,31C0001262,1013143007,Harrison,NJ,7029,YES,1172,859,0,0,313,0,0,,01/01/2012,12/31/2012
Bloomfield Surgicenter,31C0001195,1013921964,Bloomfield,NJ,7003,YES,1150,0,2,807,312,29,0,,01/01/2012,12/31/2012
Toms River Surgery Center,31C0001153,1023070026,Toms River,NJ,8753,YES,8188,638,17,5888,1520,125,0,,01/01/2012,12/31/2012
South Jersey Eye Physicians,31C0001069,1023072824,Moorestown,NJ,8057,YES,2051,0,2051,0,0,0,0,,01/01/2012,12/31/2012
"Zero Surgery Center, LLC",31C0001106,1033117262,Wall,NJ,7719,YES,2995,0,0,2247,715,33,0,,01/01/2012,12/31/2012
Northern New Jersey Eye Institute PA,31C0001024,1033294640,South Orange,NJ,7079,YES,1449,0,1449,0,0,0,0,,01/01/2012,12/31/2012
Central Jersey Ambulatory Surgical Center,31C0001142,1043297872,Hillsborough,NJ,8844,YES,904,904,0,0,0,0,0,,01/01/2012,12/31/2012
Paramus Surgical Center,31C0001137,1063424737,Paramus,NJ,7652,YES,2518,0,0,2238,278,2,0,,01/01/2012,12/31/2012
New Jersey Vein & Cosmetic Center,31C0001087,1063531911,West Orange,NJ,7052,YES,0,0,0,0,0,0,0,,01/01/2012,12/31/2012
Gloucester County Surgery Center,31C0001246,1073759015,Mullica Hill,NJ,8062,YES,2244,185,784,881,353,15,26,,01/01/2012,12/31/2012
"East Brunswick Surgery Center, LLC",31C0001017,1093731101,East Brunswi,NJ,8816,YES,7309,2757,324,1587,1798,177,666,,01/01/2012,12/31/2012
Franklin Surgical Center,31C0001200,1093750903,Basking Ridg,NJ,7920,YES,3113,19,2,2217,44,36,795,,01/01/2012,12/31/2012
Ocean County Eye Associates,31C0001078,1093760019,Toms River,NJ,8755,YES,3935,0,3935,0,0,0,0,,01/01/2012,12/31/2012
"Surgicare Surgical Associates of Fairlawn, Inc.",31C0001045,1093867830,Fair Lawn,NJ,7410,YES,3263,959,0,282,557,5,1460,,01/01/2012,12/31/2012
"Surgical Center at Millburn, LLC",31C0001204,1114034006,Millburn,NJ,7041,YES,3081,0,0,36,1574,1471,0,,01/01/2012,12/31/2012
"Advanced Endoscopy and Surgical Center, LLC",31C0001154,1114965803,Eatontown,NJ,7724,YES,14105,9902,0,4047,156,0,0,,01/01/2012,12/31/2012
"South Jersey Surgical Center, LLC",31C0001183,1124181128,Mt. Laurel,NJ,8054,YES,3801,0,0,3545,256,0,0,,01/01/2012,12/31/2012
Advanced Surgical Arts Center,31C0001238,1124247846,Edison,NJ,8837,YES,28,0,3,0,0,25,0,,01/01/2012,12/31/2012
"Khs Ambulatory Surgery Center, LLC",31C0001253,1124261771,Sewell,NJ,8080,YES,2198,399,928,675,188,8,0,,01/01/2012,12/31/2012
"Campus Eye Group ASC, Inc.",31C0001026,1134101256,Hamilton Squ,NJ,8690,YES,5843,0,5843,0,0,0,0,,01/01/2012,12/31/2012
Mt. Laurel Endoscopy Center,31C0001176,1144275900,Mt. Laurel,NJ,8054,YES,3430,2472,0,958,0,0,0,,01/01/2012,12/31/2012
Ocean Surgical Pavilion,31C0001036,1144291261,Oakhurst,NJ,7755,YES,5810,5810,0,0,0,0,0,,01/01/2012,12/31/2012
"Shore Surgical Pavilion, LLC",31C0001290,1154622579,Lakewood,NJ,8701,YES,2009,0,0,1889,120,0,0,,01/01/2012,12/31/2012
Endo Surgi Center PA,31C0001068,1164513149,Union,NJ,7083,YES,6563,4569,0,1977,17,0,0,,01/01/2012,12/31/2012
"Hunterdon Center for Surgery, LLC",31C0001052,1164561064,Flemington,NJ,8822,YES,2065,0,764,0,845,0,456,,01/01/2012,12/31/2012
"Orthopaedic Surgery Center of Northwest Jersey, LLC",31C0001150,1174609309,Denville,NJ,7834,YES,2456,0,0,1506,888,12,50,,01/01/2012,12/31/2012
Jersey Shore Ambulatory Surgery Center,31C0001151,1184686164,Somers Point,NJ,8244,YES,6526,857,849,3479,1278,14,49,,01/01/2012,12/31/2012
Wayne Surgical Center,31C0001124,1184749673,Wayne,NJ,7470,YES,4703,1222,4,1814,651,139,873,,01/01/2012,12/31/2012
"Seashore Surgical Institute, LLC",31C0001166,1184752305,Brick,NJ,8724,YES,3705,1322,1832,103,12,299,137,,01/01/2012,12/31/2012
Metropolitan New Jersey,31C0001197,1184900102,Hackensack,NJ,7601,YES,1978,0,0,110,1132,0,736,,01/01/2012,12/31/2012
Ambulatory Surgical Center of Union County,31C0001161,1194716191,Union,NJ,7083,YES,1733,557,0,1,1175,0,0,,01/01/2012,12/31/2012
Hamilton Endoscopy Surgery Center,31C0001160,1194770974,Hamilton,NJ,8619,YES,6208,6208,0,0,0,0,0,,01/01/2012,12/31/2012
Millennium Surgical Center,31C0001218,1194935577,Cherry Hill,NJ,8003,YES,6545,0,0,6339,206,0,0,,01/01/2012,12/31/2012
Jasper Ambulatory Surgical Center,31C0001258,1194950915,Brick,NJ,8723,YES,580,0,0,0,580,0,0,,01/01/2012,12/31/2012
Endosurgical Center of Central New Jersey,31C0001130,1205875283,East Brunswi,NJ,8816,YES,6697,5350,0,1312,35,0,0,,01/01/2012,12/31/2012
Oak Tree Surgery Center,31C0001101,1205929080,Edison,NJ,8820,YES,4491,4491,0,0,0,0,0,,01/01/2012,12/31/2012
"Saddle Brook Surgicenter, Inc.",31C0001037,1215080569,Saddle Brook,NJ,7663,YES,924,0,0,909,15,0,0,,01/01/2012,12/31/2012
"Emmaus Surgical Center, LLC",31C0001224,1215134564,Hackettstown,NJ,7840,YES,2778,1815,0,447,511,5,0,,01/01/2012,12/31/2012
The New Jersey Eye Center,31C0001008,1235155615,Bergenfield,NJ,7621,YES,370,0,370,0,0,0,0,,01/01/2012,12/31/2012
Suburban Endoscopy Center,31C0001162,1235178146,Verona,NJ,7044,YES,6063,5882,0,178,3,0,0,,01/01/2012,12/31/2012
Hackensack Endoscopy Center,31C0001152,1235192675,Hackensack,NJ,7601,YES,7974,7974,0,0,0,0,0,,01/01/2012,12/31/2012
"Surgicare Surgical Associates of Mahwah, LLC",31C0001242,1235321571,Mahwah,NJ,7430,YES,2003,494,238,379,777,9,106,,01/01/2012,12/31/2012
"Surgicenter, LLC",31C0001227,1245367309,Toms River,NJ,8755,YES,100,0,0,0,0,100,0,,01/01/2012,12/31/2012
